id,nc,sent,rank label,rank pred,input,output,time
45,ყველაფრის ექსპერტი,"„ყველაფრის ექსპერტი”, „ვითომექსპერტი”, „გვეშველება რამე?” – აი, მასთან დაკავშირებული პირველი ასოციაციები.",,"['67321905224.png', '22851393226.png', '97989166380.png', '36621236383.png', '93926519452.png']","Consider the expression: [ყველაფრის ექსპერტი] in the Georgian language, and its meaning in context: [„ყველაფრის ექსპერტი”, „ვითომექსპერტი”, „გვეშველება რამე?” – აი, მასთან დაკავშირებული პირველი ასოციაციები.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[5, 2, 3, 1, 4]",0.8869295120239258
46,ყველაფრის ექსპერტი,ყველაფრის ექსპერტი კი დისკრიმინაციაზე ალაპარაკდა.,,"['67321905224.png', '22851393226.png', '97989166380.png', '36621236383.png', '93926519452.png']","Consider the expression: [ყველაფრის ექსპერტი] in the Georgian language, and its meaning in context: [ყველაფრის ექსპერტი კი დისკრიმინაციაზე ალაპარაკდა.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[5, 1, 3, 2, 4]",1.0084083080291748
47,ყველაფრის ექსპერტი,"რა თქმა უნდა, შეუძლებელია, გახდე ყველაფრის ექსპერტი, მაგრამ შესაძლებელია, ამოირჩიო კონკრეტული სფერო, რომელიც კარგად გეცოდინება.",,"['36621236383.png', '67321905224.png', '22851393226.png', '93926519452.png', '97989166380.png']","Consider the expression: [ყველაფრის ექსპერტი] in the Georgian language, and its meaning in context: [რა თქმა უნდა, შეუძლებელია, გახდე ყველაფრის ექსპერტი, მაგრამ შესაძლებელია, ამოირჩიო კონკრეტული სფერო, რომელიც კარგად გეცოდინება.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[2, 4, 1, 3, 5]",0.8445146083831787
48,ყველაფრის ექსპერტი,"ორ ათწლეულზე მეტია, რაც მექანიკური დამუშავების ინდუსტრიაში ვარ ჩართული და, მიუხედავად იმისა, რომ ყველაფრის ექსპერტი ვერ ვიქნები, ყოველ შემთხვევაში, ყველანაირი პროცესის შესახებ მაინც უნდა მსმენოდა.",,"['36621236383.png', '67321905224.png', '93926519452.png', '97989166380.png', '22851393226.png']","Consider the expression: [ყველაფრის ექსპერტი] in the Georgian language, and its meaning in context: [ორ ათწლეულზე მეტია, რაც მექანიკური დამუშავების ინდუსტრიაში ვარ ჩართული და, მიუხედავად იმისა, რომ ყველაფრის ექსპერტი ვერ ვიქნები, ყოველ შემთხვევაში, ყველანაირი პროცესის შესახებ მაინც უნდა მსმენოდა.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[4, 5, 3, 2, 1]",1.066375494003296
49,ბანანის რესპუბლიკა,"პომპეოს თქმით, ეს „ცილისწამება“ აჩვენებს, რომ არასწორად ესმით ბანანის რესპუბლიკა და დემოკრატია აშშ-ში.",,"['54819737234.png', '75403234042.png', '65122562258.png', '31888867116.png', '34500845702.png']","Consider the expression: [ბანანის რესპუბლიკა] in the Georgian language, and its meaning in context: [პომპეოს თქმით, ეს „ცილისწამება“ აჩვენებს, რომ არასწორად ესმით ბანანის რესპუბლიკა და დემოკრატია აშშ-ში.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[2, 4, 3, 1, 5]",1.4117419719696045
50,ბანანის რესპუბლიკა,ჩვენ არ ვართ ბანანის რესპუბლიკა და არც არასდროს ვყოფილვართ.,,"['54819737234.png', '75403234042.png', '65122562258.png', '34500845702.png', '31888867116.png']","Consider the expression: [ბანანის რესპუბლიკა] in the Georgian language, and its meaning in context: [ჩვენ არ ვართ ბანანის რესპუბლიკა და არც არასდროს ვყოფილვართ.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[2, 3, 4, 5, 1]",0.7113540172576904
51,ბაზრის ვარდნა,"ბაზრის ვარდნა, შესაძლოა, ყიდვის ფანტასტიკური შესაძლებლობა იყოს, მაგრამ, იმავდროულად, ეს პერიოდი ინვესტიციების გაყიდვისთვის ერთ-ერთი ყველაზე ცუდია.",,"['27594974678.png', '37312769957.png', '60918711497.png', '38458075946.png', '78133571021.png']","Consider the expression: [ბაზრის ვარდნა] in the Georgian language, and its meaning in context: [ბაზრის ვარდნა, შესაძლოა, ყიდვის ფანტასტიკური შესაძლებლობა იყოს, მაგრამ, იმავდროულად, ეს პერიოდი ინვესტიციების გაყიდვისთვის ერთ-ერთი ყველაზე ცუდია.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[2, 5, 3, 1, 4]",1.019052267074585
52,ბაზრის ვარდნა,"ბაზრის ვარდნა პრაქტიკულად ფასდაკლებას ჰგავს, რაც ინვესტორებს საშუალებას აძლევს, შეიძინონ აქტივები უფრო დაბალ ფასად.",,"['27594974678.png', '37312769957.png', '60918711497.png', '78133571021.png', '38458075946.png']","Consider the expression: [ბაზრის ვარდნა] in the Georgian language, and its meaning in context: [ბაზრის ვარდნა პრაქტიკულად ფასდაკლებას ჰგავს, რაც ინვესტორებს საშუალებას აძლევს, შეიძინონ აქტივები უფრო დაბალ ფასად.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[5, 4, 1, 2, 3]",0.8049321174621582
53,მთლიანი სურათი,"ხანდახან ისე ვართ ჩართულები დღევანდელი დღის გეგმების მოსწრების ფერხულში, რომ შეიძლება გვავიწყდება კიდეც მთლიანი სურათი როგორი გვინდა იყოს.",,"['14477855901.png', '62970449998.png', '21822328448.png', '88094344608.png', '13009917286.png']","Consider the expression: [მთლიანი სურათი] in the Georgian language, and its meaning in context: [ხანდახან ისე ვართ ჩართულები დღევანდელი დღის გეგმების მოსწრების ფერხულში, რომ შეიძლება გვავიწყდება კიდეც მთლიანი სურათი როგორი გვინდა იყოს.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[2, 4, 1, 5, 3]",0.7463257312774658
54,მთლიანი სურათი,"აღნიშნული მოდელი კი სახელწმიფოს საშუალებას მისცემს, შეაფასოს მთლიანი სურათი, თუ როგორ ვითარდება ესა თუ ის კონკრეტული დარგი.",,"['14477855901.png', '62970449998.png', '21822328448.png', '88094344608.png', '13009917286.png']","Consider the expression: [მთლიანი სურათი] in the Georgian language, and its meaning in context: [აღნიშნული მოდელი კი სახელწმიფოს საშუალებას მისცემს, შეაფასოს მთლიანი სურათი, თუ როგორ ვითარდება ესა თუ ის კონკრეტული დარგი.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[3, 4, 5, 2, 1]",0.8057782649993896
55,მთლიანი სურათი,7 7 7 – ვიღაც დუხჭირისა და მახინჯის სახის კაცმა თავისი მთლიანი სურათი გადააღებინა.,,"['13009917286.png', '62970449998.png', '21822328448.png', '88094344608.png', '14477855901.png']","Consider the expression: [მთლიანი სურათი] in the Georgian language, and its meaning in context: [7 7 7 – ვიღაც დუხჭირისა და მახინჯის სახის კაცმა თავისი მთლიანი სურათი გადააღებინა.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[3, 4, 2, 5, 1]",0.7442395687103271
56,მთლიანი სურათი,"საბჭოეთის აბსურდის მთლიანი სურათი იხატება, იმიტომ რომ აქ არ არის აღწერილი მხოლოდ დანაშაულებები.",,"['14477855901.png', '62970449998.png', '21822328448.png', '13009917286.png', '88094344608.png']","Consider the expression: [მთლიანი სურათი] in the Georgian language, and its meaning in context: [საბჭოეთის აბსურდის მთლიანი სურათი იხატება, იმიტომ რომ აქ არ არის აღწერილი მხოლოდ დანაშაულებები.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[2, 4, 5, 3, 1]",2.216167688369751
57,ბიოლოგიური საათი,"მერე, არ შეიძლება ეს “ბიოლოგიური საათი” უკან შევატრიალოთ?!",,"['39157871623.png', '81871215097.png', '58154352581.png', '64120829959.png', '76598181126.png']","Consider the expression: [ბიოლოგიური საათი] in the Georgian language, and its meaning in context: [მერე, არ შეიძლება ეს “ბიოლოგიური საათი” უკან შევატრიალოთ?!]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[2, 5, 3, 1, 4]",0.7397294044494629
58,ბიოლოგიური საათი,ბიოლოგიური საათი უნდა შეეგუოს ახალ გარემოს.,,"['58154352581.png', '76598181126.png', '64120829959.png', '81871215097.png', '39157871623.png']","Consider the expression: [ბიოლოგიური საათი] in the Georgian language, and its meaning in context: [ბიოლოგიური საათი უნდა შეეგუოს ახალ გარემოს.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[2, 3, 4, 5, 1]",0.9689946174621582
59,ბიოლოგიური საათი,ეს არის ადამიანის შინაგანი ბიოლოგიური საათი.,,"['64120829959.png', '81871215097.png', '58154352581.png', '76598181126.png', '39157871623.png']","Consider the expression: [ბიოლოგიური საათი] in the Georgian language, and its meaning in context: [ეს არის ადამიანის შინაგანი ბიოლოგიური საათი.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[5, 4, 2, 3, 1]",1.7849156856536865
60,ბიოლოგიური საათი,"ყოველ შემთხვევაში, ჩვენი ბიოლოგიური საათი ჯერ მძიმე სამუშაო დღის დასრულებასაც ვერ გრძნობს.",,"['64120829959.png', '58154352581.png', '81871215097.png', '76598181126.png', '39157871623.png']","Consider the expression: [ბიოლოგიური საათი] in the Georgian language, and its meaning in context: [ყოველ შემთხვევაში, ჩვენი ბიოლოგიური საათი ჯერ მძიმე სამუშაო დღის დასრულებასაც ვერ გრძნობს.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[4, 3, 2, 5, 1]",1.0963988304138184
61,შავი ბაზარი,აშშ-ში მარიხუანის „შავი ბაზარი” ასეულ მილიარდ დოლარად არის შეფასებული.,,"['58044471671.png', '27378871870.png', '18597956527.png', '36015226343.png', '36712564191.png']","Consider the expression: [შავი ბაზარი] in the Georgian language, and its meaning in context: [აშშ-ში მარიხუანის „შავი ბაზარი” ასეულ მილიარდ დოლარად არის შეფასებული.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[3, 5, 4, 2, 1]",1.78448486328125
62,შავი ბაზარი,"შავი ბაზარი წარმოადგენს ეკონომიკურ საქმიანობას, რომელიც ლეგალური არ არის.",,"['58044471671.png', '27378871870.png', '18597956527.png', '36015226343.png', '36712564191.png']","Consider the expression: [შავი ბაზარი] in the Georgian language, and its meaning in context: [შავი ბაზარი წარმოადგენს ეკონომიკურ საქმიანობას, რომელიც ლეგალური არ არის.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[4, 3, 2, 5, 1]",1.0311810970306396
63,საიდუმლო ოპერაცია,"საიდუმლო ოპერაცია ""პროექტი ალფა"", ანუ როგორ მოიპარეს ამერიკელებმა თბილისური ""იაკი"" - კვირის პალიტრა.",,"['88340722536.png', '42684009231.png', '33148234057.png', '42387924792.png', '43787198645.png']","Consider the expression: [საიდუმლო ოპერაცია] in the Georgian language, and its meaning in context: [საიდუმლო ოპერაცია ""პროექტი ალფა"", ანუ როგორ მოიპარეს ამერიკელებმა თბილისური ""იაკი"" - კვირის პალიტრა.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[2, 4, 1, 5, 3]",0.9608631134033203
64,საიდუმლო ოპერაცია,"ეს ერთი და მეორე, გაუგებარია გამუდმებით მითითება, თითქოს მიმდინარეობს რაღაც საიდუმლო ოპერაცია, რომელიც საქართველოზე რუსეთის თავდასხმით დასრულდება.",,"['88340722536.png', '33148234057.png', '42387924792.png', '43787198645.png', '42684009231.png']","Consider the expression: [საიდუმლო ოპერაცია] in the Georgian language, and its meaning in context: [ეს ერთი და მეორე, გაუგებარია გამუდმებით მითითება, თითქოს მიმდინარეობს რაღაც საიდუმლო ოპერაცია, რომელიც საქართველოზე რუსეთის თავდასხმით დასრულდება.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[5, 1, 3, 4, 2]",1.7247281074523926
65,საიდუმლო ოპერაცია,"საიდუმლო ოპერაცია ეწოდება ისეთ სამხედრო ოპერაციას ან დაზვერვას, რომელიც ისეა შესრულებული, რომ ოპერაციის ჩატარების ფაქტი, საზოგადოებისთვის უცნობი რჩება.",,"['88340722536.png', '33148234057.png', '42684009231.png', '43787198645.png', '42387924792.png']","Consider the expression: [საიდუმლო ოპერაცია] in the Georgian language, and its meaning in context: [საიდუმლო ოპერაცია ეწოდება ისეთ სამხედრო ოპერაციას ან დაზვერვას, რომელიც ისეა შესრულებული, რომ ოპერაციის ჩატარების ფაქტი, საზოგადოებისთვის უცნობი რჩება.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[4, 3, 1, 5, 2]",0.7340989112854004
66,საიდუმლო ოპერაცია,"ისრაელის დაზვერვამ ბრწყინვალედ ჩაატარა სამი საიდუმლო ოპერაცია, იუწყება ჟურნალისტი ამიტ სეგალი უსაფრთხოების სამსახურის წყაროზე დაყრდნობით.",,"['88340722536.png', '33148234057.png', '42684009231.png', '42387924792.png', '43787198645.png']","Consider the expression: [საიდუმლო ოპერაცია] in the Georgian language, and its meaning in context: [ისრაელის დაზვერვამ ბრწყინვალედ ჩაატარა სამი საიდუმლო ოპერაცია, იუწყება ჟურნალისტი ამიტ სეგალი უსაფრთხოების სამსახურის წყაროზე დაყრდნობით.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[4, 5, 3, 1, 2]",0.8483309745788574
67,თეთრი ყვავი,"მოკლედ რომ ვთქვათ, თეთრი ყვავი იყო ამ საზოგადოებაში და ამან გამოიწვია მისი გარიყვა.",,"['49842946762.png', '49802839666.png', '61461338987.png', '86496946075.png', '80464917694.png']","Consider the expression: [თეთრი ყვავი] in the Georgian language, and its meaning in context: [მოკლედ რომ ვთქვათ, თეთრი ყვავი იყო ამ საზოგადოებაში და ამან გამოიწვია მისი გარიყვა.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[2, 1, 4, 3, 5]",0.7680914402008057
68,თეთრი ყვავი,გვარამია საზოგადოებაში აღქმული იქნება როგორც „თეთრი ყვავი”.,,"['49842946762.png', '49802839666.png', '61461338987.png', '86496946075.png', '80464917694.png']","Consider the expression: [თეთრი ყვავი] in the Georgian language, and its meaning in context: [გვარამია საზოგადოებაში აღქმული იქნება როგორც „თეთრი ყვავი”.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[3, 5, 1, 2, 4]",1.0112714767456055
69,თეთრი ყვავი,მარმარილოს ის თეთრი ყვავი წლების მანძილზე პორტალის თავზე იდგა.,,"['49842946762.png', '49802839666.png', '61461338987.png', '86496946075.png', '80464917694.png']","Consider the expression: [თეთრი ყვავი] in the Georgian language, and its meaning in context: [მარმარილოს ის თეთრი ყვავი წლების მანძილზე პორტალის თავზე იდგა.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[2, 5, 1, 4, 3]",0.8626329898834229
70,თეთრი ყვავი,"ეს არის თეთრი ყვავი, იშვიათია მარა მაინც არსებობს.",,"['49842946762.png', '61461338987.png', '49802839666.png', '86496946075.png', '80464917694.png']","Consider the expression: [თეთრი ყვავი] in the Georgian language, and its meaning in context: [ეს არის თეთრი ყვავი, იშვიათია მარა მაინც არსებობს.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[5, 4, 1, 2, 3]",1.0652718544006348
71,ცისფერი სისხლი,"ყველას მოგვისმენია გამოთქმა “ცისფერი სისხლი"", რომელიც მაღალი ფენის საზოგადოებას აღნიშნავს.",,"['18771595273.png', '12905788824.png', '41935236268.png', '49843288824.png', '64636405826.png']","Consider the expression: [ცისფერი სისხლი] in the Georgian language, and its meaning in context: [ყველას მოგვისმენია გამოთქმა “ცისფერი სისხლი"", რომელიც მაღალი ფენის საზოგადოებას აღნიშნავს.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[3, 2, 4, 1, 5]",0.8050026893615723
72,ცისფერი სისხლი,"ჩამოთვლილთაგან ყველას აქვს ცისფერი სისხლი, რადგან მათ სისხლში განსხვავებული რესპირატორული პიგმენტია.",,"['64636405826.png', '41935236268.png', '49843288824.png', '12905788824.png', '18771595273.png']","Consider the expression: [ცისფერი სისხლი] in the Georgian language, and its meaning in context: [ჩამოთვლილთაგან ყველას აქვს ცისფერი სისხლი, რადგან მათ სისხლში განსხვავებული რესპირატორული პიგმენტია.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[3, 4, 5, 2, 1]",0.866793155670166
73,ცისფერი სისხლი,"მაგალითისათვის, რვაფეხას აქვს ცისფერი სისხლი და არა მარტო მას.",,"['18771595273.png', '12905788824.png', '64636405826.png', '41935236268.png', '49843288824.png']","Consider the expression: [ცისფერი სისხლი] in the Georgian language, and its meaning in context: [მაგალითისათვის, რვაფეხას აქვს ცისფერი სისხლი და არა მარტო მას.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[3, 4, 1, 2, 5]",1.6344420909881592
74,ცისფერი სისხლი,"მაგალითად, გიგანტურ ანტარქტიკულ რვაფეხას ცისფერი სისხლი აქვს, რომელიც ძალიან დაბალი ტემპერატურის პირობებში ბიოლოგიური ქსოვილების ჟანგბადით მომარაგებაში ეხმარებათ. სხვა არსებებში ყინვის საწინააღმდეგო ცილებიც გვხვდება.",,"['18771595273.png', '12905788824.png', '64636405826.png', '49843288824.png', '41935236268.png']","Consider the expression: [ცისფერი სისხლი] in the Georgian language, and its meaning in context: [მაგალითად, გიგანტურ ანტარქტიკულ რვაფეხას ცისფერი სისხლი აქვს, რომელიც ძალიან დაბალი ტემპერატურის პირობებში ბიოლოგიური ქსოვილების ჟანგბადით მომარაგებაში ეხმარებათ. სხვა არსებებში ყინვის საწინააღმდეგო ცილებიც გვხვდება.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[2, 5, 4, 3, 1]",0.7328145503997803
75,ტვინების გადინება,პოტენციური ტვინების გადინება უნდა გვაღელვებდეს.,,"['65730071676.png', '18359344021.png', '22521770295.png', '32168068112.png', '58321804717.png']","Consider the expression: [ტვინების გადინება] in the Georgian language, and its meaning in context: [პოტენციური ტვინების გადინება უნდა გვაღელვებდეს.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[4, 1, 3, 5, 2]",0.882927656173706
76,ტვინების გადინება,ამ პროცესმა წარმოშვა ტერმინი „ტვინების გადინება“ – როდესაც ქვეყნის ყველაზე განათლებული და ნიჭიერი მოქალაქეები ემიგრაციაში მიდიან და უკან აღარ ბრუნდებიან.,,"['65730071676.png', '18359344021.png', '22521770295.png', '32168068112.png', '58321804717.png']","Consider the expression: [ტვინების გადინება] in the Georgian language, and its meaning in context: [ამ პროცესმა წარმოშვა ტერმინი „ტვინების გადინება“ – როდესაც ქვეყნის ყველაზე განათლებული და ნიჭიერი მოქალაქეები ემიგრაციაში მიდიან და უკან აღარ ბრუნდებიან.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[5, 4, 1, 2, 3]",0.8103392124176025
77,ტვინის თავსატეხი,"Cross Math არის საბოლოო ტვინის თავსატეხი, რომელიც შექმნილია თქვენი გონების გამოსაწვევად და თქვენი მათემატიკური შესაძლებლობების გასამკვეთად!",,"['23596413602.png', '77535076193.png', '18902756369.png', '14475658295.png', '69686180742.png']","Consider the expression: [ტვინის თავსატეხი] in the Georgian language, and its meaning in context: [Cross Math არის საბოლოო ტვინის თავსატეხი, რომელიც შექმნილია თქვენი გონების გამოსაწვევად და თქვენი მათემატიკური შესაძლებლობების გასამკვეთად!]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[5, 1, 4, 3, 2]",0.8242383003234863
78,ტვინის თავსატეხი,სახალისო და საგანმანათლებლო ტვინის თავსატეხი ყველა ასაკისთვის.,,"['77535076193.png', '23596413602.png', '18902756369.png', '14475658295.png', '69686180742.png']","Consider the expression: [ტვინის თავსატეხი] in the Georgian language, and its meaning in context: [სახალისო და საგანმანათლებლო ტვინის თავსატეხი ყველა ასაკისთვის.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[4, 3, 1, 5, 2]",0.7768559455871582
79,აგურის კედელი,"რაც რომ ვთარგმნოთ, ნიშნავს, აგურის კედელს ეჯახებითო, ყრუ კედელს ეჯახებითო.",,"['12457309843.png', '80027291049.png', '42062397530.png', '91000530465.png', '65501674356.png']","Consider the expression: [აგურის კედელი] in the Georgian language, and its meaning in context: [რაც რომ ვთარგმნოთ, ნიშნავს, აგურის კედელს ეჯახებითო, ყრუ კედელს ეჯახებითო.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[5, 1, 4, 3, 2]",2.0399491786956787
80,აგურის კედელი,"„ეს იგივეა, თავს აგურის კედელს ურტყამდე“ - ასე აღწერეთ ეს ყველაფერი.",,"['42062397530.png', '80027291049.png', '12457309843.png', '91000530465.png', '65501674356.png']","Consider the expression: [აგურის კედელი] in the Georgian language, and its meaning in context: [„ეს იგივეა, თავს აგურის კედელს ურტყამდე“ - ასე აღწერეთ ეს ყველაფერი.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[2, 1, 4, 3, 5]",0.8822836875915527
81,აგურის კედელი,"აგურის კედელი ლამაზად გამოიყურება თითქმის ყველა ოთახში – მისაღებში, სამზარეულოში, საძინებელ ოთახში და სააბაზანოშიც კი.",,"['42062397530.png', '65501674356.png', '91000530465.png', '12457309843.png', '80027291049.png']","Consider the expression: [აგურის კედელი] in the Georgian language, and its meaning in context: [აგურის კედელი ლამაზად გამოიყურება თითქმის ყველა ოთახში – მისაღებში, სამზარეულოში, საძინებელ ოთახში და სააბაზანოშიც კი.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[5, 4, 1, 2, 3]",0.9196994304656982
82,აგურის კედელი,ინტერიერის დიზაინის რომელ სტილში „ჯდება“ ყველაზე კარგად აგურის კედელი?,,"['42062397530.png', '65501674356.png', '91000530465.png', '12457309843.png', '80027291049.png']","Consider the expression: [აგურის კედელი] in the Georgian language, and its meaning in context: [ინტერიერის დიზაინის რომელ სტილში „ჯდება“ ყველაზე კარგად აგურის კედელი?]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[4, 3, 1, 2, 5]",0.8346102237701416
83,ქულების დაგროვება,"ფაქტია, რომ MIT მეთოდოლოგიის ყველა საზომში უმაღლეს ქულებს აგროვებს.",,"['60482504016.png', '19744036760.png', '19165502738.png', '21249002746.png', '88204773205.png']","Consider the expression: [ქულების დაგროვება] in the Georgian language, and its meaning in context: [ფაქტია, რომ MIT მეთოდოლოგიის ყველა საზომში უმაღლეს ქულებს აგროვებს.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[4, 2, 1, 5, 3]",0.7387135028839111
84,ქულების დაგროვება,"ის ქულებს აგროვებს ვან გოგის მკვლელობაზე, 11 სექტემბერზე, პიმ ფორტოინის მკვლელობაზე - ფორტოინი პირველი პოლიტიკოსი იყო, რომელმაც ეს საკითხი წამოჭრა.",,"['21249002746.png', '19744036760.png', '60482504016.png', '19165502738.png', '88204773205.png']","Consider the expression: [ქულების დაგროვება] in the Georgian language, and its meaning in context: [ის ქულებს აგროვებს ვან გოგის მკვლელობაზე, 11 სექტემბერზე, პიმ ფორტოინის მკვლელობაზე - ფორტოინი პირველი პოლიტიკოსი იყო, რომელმაც ეს საკითხი წამოჭრა.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[2, 4, 1, 5, 3]",1.8701210021972656
85,ქულების დაგროვება,გაიმარტივე ქულების დაგროვება ონლაინ შოპინგისას.,,"['19744036760.png', '60482504016.png', '21249002746.png', '19165502738.png', '88204773205.png']","Consider the expression: [ქულების დაგროვება] in the Georgian language, and its meaning in context: [გაიმარტივე ქულების დაგროვება ონლაინ შოპინგისას.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[4, 5, 2, 1, 3]",0.850440502166748
86,ქულების დაგროვება,ქულების დაგროვება მარტივია — უბრალოდ გამოიყენე შენი საქართველოს ბანკის ბარათი.,,"['19744036760.png', '60482504016.png', '88204773205.png', '19165502738.png', '21249002746.png']","Consider the expression: [ქულების დაგროვება] in the Georgian language, and its meaning in context: [ქულების დაგროვება მარტივია — უბრალოდ გამოიყენე შენი საქართველოს ბანკის ბარათი.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[4, 1, 3, 2, 5]",2.342127561569214
